kode_pegawai,jenis_kelamin,pendidikan,kelompok_pegawai,status_pegawai,golongan,sumber_data,aktif_sistem_baru,status_aktif,tahun,ada_data_tahun_ini,absensi_jumlah_hari,absensi_checkin_terisi,absensi_checkout_terisi,absensi_rata_jam_masuk,absensi_rata_durasi_jam,apel_jumlah_undangan,apel_hadir,apel_tidak_hadir,apel_persen_hadir,penugasan_jumlah,penugasan_kegiatan_unik,penugasan_terverifikasi,pelatihan_jumlah,pelatihan_bersertifikat,pelatihan_kumulatif_sd_tahun,pelatihan_tanpa_tahun,asesmen_integritas,asesmen_kerjasama,asesmen_komunikasi,asesmen_orientasi_hasil,asesmen_pelayanan_publik,asesmen_pengembangan_diri,asesmen_mengelola_perubahan,asesmen_pengambilan_keputusan,asesmen_perekat_bangsa,asesmen_total,asesmen_persen,asesmen_tersedia,skp_predikat,skp_sangat_baik,skp_jumlah_periode,skp_bulan_dinilai,skp_predikat_bervariasi,skp_tw1_predikat,skp_tw1_sangat_baik,skp_tw2_predikat,skp_tw2_sangat_baik,skp_jumlah_triwulan,skp_konsisten_sangat_baik,skp_jenis_penilaian,kelompok_usia
P373,Perempuan,S1,Fungsional,PNS,-,keduanya,1,Aktif,2025,1,119.0,119.0,107.0,7.27,9.43,22.0,18.0,4.0,81.82,3.0,3.0,3.0,7.0,7.0,7.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,14.0,51.85,1.0,Baik,0.0,1.0,7.0,0.0,,,,,,,Tahunan,
P373,Perempuan,S1,Fungsional,PNS,-,keduanya,1,Aktif,2026,1,132.0,131.0,128.0,7.24,9.25,18.0,16.0,2.0,88.89,4.0,4.0,,3.0,2.0,10.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,14.0,51.85,1.0,Baik,0.0,,,,Baik,0.0,Baik,0.0,2.0,0.0,Triwulan (terkini),
P374,Laki-laki,D3,Fungsional,PPPK,VII,keduanya,1,Aktif,2023,1,,,,,,28.0,21.0,7.0,75.0,10.0,10.0,9.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,15.0,55.56,1.0,,,,,,,,,,,,,40-49
P374,Laki-laki,D3,Fungsional,PPPK,VII,keduanya,1,Aktif,2024,1,,,,,,43.0,35.0,8.0,81.4,22.0,22.0,20.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,15.0,55.56,1.0,Sangat Baik,1.0,1.0,9.0,0.0,,,,,,,Tahunan,40-49
P374,Laki-laki,D3,Fungsional,PPPK,VII,keduanya,1,Aktif,2025,1,196.0,189.0,181.0,7.39,8.84,34.0,28.0,6.0,82.35,3.0,3.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,15.0,55.56,1.0,Baik,0.0,1.0,11.0,0.0,,,,,,,Tahunan,40-49
P374,Laki-laki,D3,Fungsional,PPPK,VII,keduanya,1,Aktif,2026,1,121.0,119.0,116.0,7.22,8.97,18.0,15.0,3.0,83.33,7.0,7.0,,0.0,0.0,3.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,15.0,55.56,1.0,Sangat Baik,1.0,,,,Sangat Baik,1.0,Sangat Baik,1.0,2.0,1.0,Triwulan (terkini),40-49
P375,Perempuan,S2,PNS,Widyaiswara,Pembina Tk. I/IVb,sistem_lama,0,Tidak Terdaftar,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P375,Perempuan,S2,PNS,Widyaiswara,Pembina Tk. I/IVb,sistem_lama,0,Tidak Terdaftar,2024,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P375,Perempuan,S2,PNS,Widyaiswara,Pembina Tk. I/IVb,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P375,Perempuan,S2,PNS,Widyaiswara,Pembina Tk. I/IVb,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,60+
P376,Laki-laki,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2023,1,,,,,,28.0,27.0,1.0,96.43,4.0,4.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P376,Laki-laki,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2024,1,,,,,,43.0,41.0,2.0,95.35,4.0,4.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Sangat Baik,1.0,1.0,12.0,0.0,,,,,,,Tahunan,50-59
P376,Laki-laki,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2025,1,205.0,204.0,194.0,7.17,9.16,34.0,23.0,11.0,67.65,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,1.0,11.0,0.0,,,,,,,Tahunan,50-59
P376,Laki-laki,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,,,,Baik,0.0,,,1.0,,Triwulan (terkini),50-59
P377,Laki-laki,S2,Fungsional,PNS,IV/b,keduanya,1,Aktif,2023,1,,,,,,28.0,18.0,10.0,64.29,21.0,21.0,21.0,3.0,3.0,28.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,17.0,62.96,1.0,,,,,,,,,,,,,50-59
P377,Laki-laki,S2,Fungsional,PNS,IV/b,keduanya,1,Aktif,2024,1,,,,,,43.0,35.0,8.0,81.4,24.0,24.0,23.0,0.0,0.0,28.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,17.0,62.96,1.0,Sangat Baik,1.0,1.0,12.0,0.0,,,,,,,Tahunan,50-59
P377,Laki-laki,S2,Fungsional,PNS,IV/b,keduanya,1,Aktif,2025,1,154.0,128.0,132.0,7.61,9.25,34.0,10.0,24.0,29.41,14.0,14.0,14.0,0.0,0.0,28.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,17.0,62.96,1.0,Sangat Baik,1.0,1.0,11.0,0.0,,,,,,,Tahunan,50-59
P377,Laki-laki,S2,Fungsional,PNS,IV/b,keduanya,1,Aktif,2026,1,129.0,126.0,121.0,7.0,9.78,18.0,9.0,9.0,50.0,5.0,5.0,,1.0,0.0,29.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,17.0,62.96,1.0,Baik,0.0,,,,Baik,0.0,Baik,0.0,2.0,0.0,Triwulan (terkini),50-59
P378,Laki-laki,S2,PNS,Fungsional,Pembina Utama Muda/IVc,sistem_lama,0,Tidak Terdaftar,2023,1,,,,,,28.0,11.0,17.0,39.29,28.0,28.0,28.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P378,Laki-laki,S2,PNS,Fungsional,Pembina Utama Muda/IVc,sistem_lama,0,Tidak Terdaftar,2024,1,,,,,,17.0,13.0,4.0,76.47,8.0,8.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P378,Laki-laki,S2,PNS,Fungsional,Pembina Utama Muda/IVc,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P378,Laki-laki,S2,PNS,Fungsional,Pembina Utama Muda/IVc,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,60+
P379,Perempuan,S1,Fungsional,PNS,III/d,keduanya,1,Aktif,2023,1,,,,,,28.0,17.0,11.0,60.71,19.0,19.0,19.0,5.0,5.0,5.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,14.0,51.85,1.0,,,,,,,,,,,,,40-49
P379,Perempuan,S1,Fungsional,PNS,III/d,keduanya,1,Aktif,2024,1,,,,,,43.0,23.0,20.0,53.49,23.0,23.0,23.0,2.0,2.0,7.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,14.0,51.85,1.0,Sangat Baik,1.0,3.0,12.0,0.0,,,,,,,Tahunan,40-49
P379,Perempuan,S1,Fungsional,PNS,III/d,keduanya,1,Aktif,2025,1,151.0,144.0,139.0,8.07,8.7,34.0,19.0,15.0,55.88,22.0,22.0,22.0,1.0,1.0,8.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,14.0,51.85,1.0,Sangat Baik,1.0,1.0,11.0,0.0,,,,,,,Tahunan,40-49
P379,Perempuan,S1,Fungsional,PNS,III/d,keduanya,1,Aktif,2026,1,106.0,105.0,97.0,7.86,9.46,18.0,10.0,8.0,55.56,13.0,13.0,,0.0,0.0,8.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,14.0,51.85,1.0,Sangat Baik,1.0,,,,Sangat Baik,1.0,Sangat Baik,1.0,2.0,1.0,Triwulan (terkini),40-49
P380,Laki-laki,S1,Pelaksana,PNS,III/c,sistem_baru,1,Aktif,2023,1,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,30-39
P380,Laki-laki,S1,Pelaksana,PNS,III/c,sistem_baru,1,Aktif,2024,1,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,4.0,5.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,30-39
P380,Laki-laki,S1,Pelaksana,PNS,III/c,sistem_baru,1,Aktif,2025,1,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,6.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,30-39
P380,Laki-laki,S1,Pelaksana,PNS,III/c,sistem_baru,1,Aktif,2026,1,36.0,36.0,36.0,7.09,9.88,5.0,4.0,1.0,80.0,1.0,1.0,,0.0,0.0,6.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,30-39
P381,Laki-laki,S1/D4,PNS,Fungsional Umum,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,40-49
P381,Laki-laki,S1/D4,PNS,Fungsional Umum,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2024,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,40-49
P381,Laki-laki,S1/D4,PNS,Fungsional Umum,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,40-49
P381,Laki-laki,S1/D4,PNS,Fungsional Umum,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,40-49
P382,Laki-laki,SMA/SMK,Pelaksana,PPPK PW,,sistem_baru,1,Aktif,2023,1,,,,,,28.0,15.0,13.0,53.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,40-49
P382,Laki-laki,SMA/SMK,Pelaksana,PPPK PW,,sistem_baru,1,Aktif,2024,1,,,,,,43.0,40.0,3.0,93.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,40-49
P382,Laki-laki,SMA/SMK,Pelaksana,PPPK PW,,sistem_baru,1,Aktif,2025,1,0.0,0.0,0.0,,,34.0,32.0,2.0,94.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,1.0,3.0,0.0,,,,,,,Tahunan,50-59
P382,Laki-laki,SMA/SMK,Pelaksana,PPPK PW,,sistem_baru,1,Aktif,2026,1,97.0,97.0,38.0,7.02,11.89,18.0,14.0,4.0,77.78,2.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,,,,Baik,0.0,Baik,0.0,2.0,0.0,Triwulan (terkini),50-59
P383,Laki-laki,S1/D4,PNS,Fungsional Umum,Penata/IIIc,sistem_lama,0,Tidak Terdaftar,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P383,Laki-laki,S1/D4,PNS,Fungsional Umum,Penata/IIIc,sistem_lama,0,Tidak Terdaftar,2024,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P383,Laki-laki,S1/D4,PNS,Fungsional Umum,Penata/IIIc,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P383,Laki-laki,S1/D4,PNS,Fungsional Umum,Penata/IIIc,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,60+
P384,Perempuan,S2,Fungsional,PNS,IV/c,keduanya,1,Aktif,2023,1,,,,,,28.0,23.0,5.0,82.14,11.0,11.0,11.0,4.0,4.0,19.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,12.0,44.44,1.0,,,,,,,,,,,,,40-49
P384,Perempuan,S2,Fungsional,PNS,IV/c,keduanya,1,Aktif,2024,1,,,,,,43.0,35.0,8.0,81.4,13.0,13.0,13.0,2.0,2.0,21.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,12.0,44.44,1.0,Sangat Baik,1.0,1.0,12.0,0.0,,,,,,,Tahunan,40-49
P384,Perempuan,S2,Fungsional,PNS,IV/c,keduanya,1,Aktif,2025,1,186.0,181.0,183.0,7.03,9.93,34.0,17.0,17.0,50.0,6.0,6.0,6.0,1.0,1.0,22.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,12.0,44.44,1.0,Sangat Baik,1.0,1.0,11.0,0.0,,,,,,,Tahunan,40-49
P384,Perempuan,S2,Fungsional,PNS,IV/c,keduanya,1,Aktif,2026,1,120.0,120.0,118.0,6.84,9.92,18.0,7.0,11.0,38.89,4.0,4.0,,0.0,0.0,22.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,12.0,44.44,1.0,Baik,0.0,,,,Baik,0.0,Baik,0.0,2.0,0.0,Triwulan (terkini),40-49
P385,Perempuan,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2023,1,,,,,,28.0,26.0,2.0,92.86,17.0,17.0,17.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P385,Perempuan,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2024,1,,,,,,7.0,7.0,0.0,100.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P385,Perempuan,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P385,Perempuan,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,50-59
P386,Laki-laki,S1/D4,PNS,Widyaiswara,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P386,Laki-laki,S1/D4,PNS,Widyaiswara,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2024,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P386,Laki-laki,S1/D4,PNS,Widyaiswara,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P386,Laki-laki,S1/D4,PNS,Widyaiswara,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,60+
P387,Laki-laki,S1/D4,PNS,Widyaiswara,Pembina Tk. I/IVb,sistem_lama,0,Tidak Terdaftar,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P387,Laki-laki,S1/D4,PNS,Widyaiswara,Pembina Tk. I/IVb,sistem_lama,0,Tidak Terdaftar,2024,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P387,Laki-laki,S1/D4,PNS,Widyaiswara,Pembina Tk. I/IVb,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P387,Laki-laki,S1/D4,PNS,Widyaiswara,Pembina Tk. I/IVb,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,60+
P388,Perempuan,S2,Fungsional,PNS,-,keduanya,1,Aktif,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,14.0,51.85,1.0,,,,,,,,,,,,,<30
P388,Perempuan,S2,Fungsional,PNS,-,keduanya,1,Aktif,2024,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,14.0,51.85,1.0,,,,,,,,,,,,,<30
P388,Perempuan,S2,Fungsional,PNS,-,keduanya,1,Aktif,2025,1,127.0,126.0,115.0,7.36,9.21,22.0,19.0,3.0,86.36,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,14.0,51.85,1.0,Baik,0.0,1.0,7.0,0.0,,,,,,,Tahunan,<30
P388,Perempuan,S2,Fungsional,PNS,-,keduanya,1,Aktif,2026,1,127.0,126.0,120.0,7.33,9.23,18.0,15.0,3.0,83.33,6.0,6.0,,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,14.0,51.85,1.0,Baik,0.0,,,,Baik,0.0,Baik,0.0,2.0,0.0,Triwulan (terkini),<30
P389,Laki-laki,S1,Fungsional,PNS,III/d,keduanya,1,Aktif,2023,1,,,,,,28.0,17.0,11.0,60.71,35.0,35.0,35.0,2.0,2.0,7.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,13.0,48.15,1.0,,,,,,,,,,,,,40-49
P389,Laki-laki,S1,Fungsional,PNS,III/d,keduanya,1,Aktif,2024,1,,,,,,43.0,24.0,19.0,55.81,42.0,42.0,41.0,0.0,0.0,7.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,13.0,48.15,1.0,Sangat Baik,1.0,3.0,12.0,0.0,,,,,,,Tahunan,40-49
P389,Laki-laki,S1,Fungsional,PNS,III/d,keduanya,1,Aktif,2025,1,157.0,151.0,132.0,7.17,10.03,34.0,4.0,30.0,11.76,24.0,24.0,24.0,0.0,0.0,7.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,13.0,48.15,1.0,Baik,0.0,1.0,11.0,0.0,,,,,,,Tahunan,40-49
P389,Laki-laki,S1,Fungsional,PNS,III/d,keduanya,1,Aktif,2026,1,104.0,101.0,95.0,7.08,10.24,18.0,2.0,16.0,11.11,15.0,15.0,,0.0,0.0,7.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,13.0,48.15,1.0,Sangat Baik,1.0,,,,Sangat Baik,1.0,Sangat Baik,1.0,2.0,1.0,Triwulan (terkini),40-49
P390,Laki-laki,S1/D4,PNS,Fungsional Umum,Penata Tk. I/IIId,sistem_lama,0,Tidak Terdaftar,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P390,Laki-laki,S1/D4,PNS,Fungsional Umum,Penata Tk. I/IIId,sistem_lama,0,Tidak Terdaftar,2024,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P390,Laki-laki,S1/D4,PNS,Fungsional Umum,Penata Tk. I/IIId,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P390,Laki-laki,S1/D4,PNS,Fungsional Umum,Penata Tk. I/IIId,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,60+
P391,Laki-laki,S1,Pelaksana,PPPK,IX,keduanya,1,Aktif,2023,1,,,,,,28.0,12.0,16.0,42.86,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,40-49
P391,Laki-laki,S1,Pelaksana,PPPK,IX,keduanya,1,Aktif,2024,1,,,,,,43.0,30.0,13.0,69.77,5.0,5.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,40-49
P391,Laki-laki,S1,Pelaksana,PPPK,IX,keduanya,1,Aktif,2025,1,49.0,48.0,43.0,6.87,9.68,34.0,32.0,2.0,94.12,4.0,4.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,1.0,4.0,0.0,,,,,,,Tahunan,40-49
P391,Laki-laki,S1,Pelaksana,PPPK,IX,keduanya,1,Aktif,2026,1,129.0,128.0,127.0,6.83,9.58,18.0,16.0,2.0,88.89,2.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,,,,Baik,0.0,Baik,0.0,2.0,0.0,Triwulan (terkini),40-49
P392,Perempuan,S2,PNS,Widyaiswara,Pembina Utama Muda/IVc,sistem_lama,0,Tidak Terdaftar,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P392,Perempuan,S2,PNS,Widyaiswara,Pembina Utama Muda/IVc,sistem_lama,0,Tidak Terdaftar,2024,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P392,Perempuan,S2,PNS,Widyaiswara,Pembina Utama Muda/IVc,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P392,Perempuan,S2,PNS,Widyaiswara,Pembina Utama Muda/IVc,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,60+
P393,Perempuan,S2,Pelaksana,PNS,III/d,keduanya,1,Aktif,2023,1,,,,,,28.0,23.0,5.0,82.14,17.0,17.0,17.0,3.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,12.0,44.44,1.0,,,,,,,,,,,,,30-39
P393,Perempuan,S2,Pelaksana,PNS,III/d,keduanya,1,Aktif,2024,1,,,,,,43.0,35.0,8.0,81.4,24.0,24.0,24.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,12.0,44.44,1.0,Sangat Baik,1.0,2.0,12.0,0.0,,,,,,,Tahunan,30-39
P393,Perempuan,S2,Pelaksana,PNS,III/d,keduanya,1,Aktif,2025,1,155.0,154.0,142.0,7.28,9.21,34.0,22.0,12.0,64.71,16.0,16.0,16.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,12.0,44.44,1.0,Sangat Baik,1.0,2.0,11.0,0.0,,,,,,,Tahunan,40-49
P393,Perempuan,S2,Pelaksana,PNS,III/d,keduanya,1,Aktif,2026,1,121.0,121.0,117.0,7.28,9.01,18.0,13.0,5.0,72.22,6.0,6.0,,0.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,12.0,44.44,1.0,Sangat Baik,1.0,,,,Sangat Baik,1.0,Sangat Baik,1.0,2.0,1.0,Triwulan (terkini),40-49
P394,Laki-laki,SMA/SMK,Pelaksana,PPPK PW,,sistem_baru,1,Aktif,2023,1,,,,,,28.0,25.0,3.0,89.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,40-49
